BADANIE;Jednostka;Cena
MR PLANOWE  stawy;tdbonifratrzy;260
MR PLANOWE  stawy;tdbrodnowski;230
MR PLANOWE  stawy;tdemcpiaseczno;0
MR PLANOWE  stawy;tdgammaknife;235
MR PLANOWE  stawy;tdgniezno;0
MR PLANOWE  stawy;tdipin;270
MR PLANOWE  stawy;tdkluczbork;250
MR PLANOWE  stawy;tdkolbuszowa;0
MR PLANOWE  stawy;tdksskrakow;295
MR PLANOWE  stawy;tdneuromedyka;0
MR PLANOWE  stawy;tdnowomedica;250
MR PLANOWE  stawy;tdonkologiaradom;235
MR PLANOWE  stawy;tdparczew;0
MR PLANOWE  stawy;tdpionki;270
MR PLANOWE  stawy;tdpraski;0
MR PLANOWE  stawy;tdpoludniowy;250
MR PLANOWE  stawy;tdpyrzyce;0
MR PLANOWE  stawy;tdscanmedak5;250
MR PLANOWE  stawy;tdscanmedpila;250
MR PLANOWE  stawy;tdsmswinoujscie;0
MR PLANOWE  stawy;tdspectrum;230
MR PLANOWE  stawy;tdspzozkolo;0
MR PLANOWE  stawy;tdspzozsiedlce;240
MR PLANOWE  stawy;tdsulechowNOWY;0
MR PLANOWE  stawy;tdszpitalchelm;0
MR PLANOWE  stawy;tdszpitalkolno;0
MR PLANOWE  stawy;tdwszplock;290
MR PLANOWE  stawy;tdzoznidzica;320
MR PLANOWE  stawy;tdzozplonsk;0
MR PLANOWE  stawy;td7szmw;260
MR PLANOWE  stawy;tworki;250
MR PLANOWE  stawy;uskbialystok;260
MR PLANOWE  stawy;uskpoznan;0
MR PLANOWE  stawy;wlodawa;0
MR PLANOWE  stawy;zambrow;250
MR PLANOWE  stawy;zgorzelec;255
MR PLANOWE  stawy;zozbiala;0
MR PLANOWE  stawy;zozswietochlowice;0
MR PLANOWE  stawy;almed;260
MR PLANOWE  stawy;dabrowatarnowska;0
MR PLANOWE  stawy;grupazdrowie;0
MR PLANOWE  stawy;komed;0
MR PLANOWE  stawy;mswiapoznan;230
MR PLANOWE  stawy;poddebice2;0
MR PLANOWE  stawy;swp;290
MR PLANOWE  stawy;puszczykowo;290
MR PLANOWE  stawy;rodamed;220
MR PLANOWE  stawy;sm4gliwice;290
MR PLANOWE  stawy;spzozswidnica;0
MR PLANOWE  stawy;szpitaljaslo;0
MR PLANOWE  stawy;szpitalrydygier;240
MR PLANOWE  stawy;tdmilicz;0
MR PLANOWE  stawy;tdsuchab;0
MR PLANOWE  stawy;tomograf;290
MR PLANOWE  stawy;wsswroclaw;260
MR PLANOWE  stawy;wysmaz;260
MR PLANOWE  stawy;zozbol;160,9
MR PLANOWE  stawy;zozboleslawiec;160,9
MR PLANOWE  stawy;zozsochaczew;260
MR PLANOWE  inne;alfasochaczew;0
MR PLANOWE  inne;diamed;0
MR PLANOWE  inne;domchojna2;0
MR PLANOWE  inne;domchojna;0
MR PLANOWE  inne;gz;0
MR PLANOWE  inne;gzplonsk;0
MR PLANOWE  inne;gzszczecin;0
MR PLANOWE  inne;kamienpomorski;0
MR PLANOWE  inne;kosmowroclaw;0
MR PLANOWE  inne;medinet;0
MR PLANOWE  inne;nrkrakow;0
MR PLANOWE  inne;nzozevita;0
MR PLANOWE  inne;powiatsredzki;0
MR PLANOWE  inne;smtorun;0
MR PLANOWE  inne;szpitalsiemiatycze;0
MR PLANOWE  inne;tdallmedica;0
MR PLANOWE  inne;tdcrir;0
MR PLANOWE  inne;tdkoszalinmswia;0
MR PLANOWE  inne;tdorzesze;0
MR PLANOWE  inne;tdstalowawola;0
MR PLANOWE  inne;tdtargowek;0
MR PLANOWE  inne;tdzozwola;0
MR PLANOWE  inne;wegorzewo;0
MR PLANOWE  inne;wimed;0
MR PLANOWE  inne;wss5;0
MR PLANOWE  inne;bialogard;0
MR PLANOWE  inne;brodnica;0
MR PLANOWE  inne;brzesko;0
MR PLANOWE  inne;cobydgoszcz;0
MR PLANOWE  inne;dcmdolmed;320
MR PLANOWE  inne;dzierzoniow;0
MR PLANOWE  inne;faceclinic;300
MR PLANOWE  inne;goleniow;0
MR PLANOWE  inne;gorlice;0
MR PLANOWE  inne;grajewo;0
MR PLANOWE  inne;grodzisk;220
MR PLANOWE  inne;kartuzy;320
MR PLANOWE  inne;klodzko;290
MR PLANOWE  inne;lapy;0
MR PLANOWE  inne;lubaczow;0
MR PLANOWE  inne;mswsiedlce;320
MR PLANOWE  inne;nml;0
MR PLANOWE  inne;ostrow;0
MR PLANOWE  inne;pczotwock;0
MR PLANOWE  inne;radiomedica;270
MR PLANOWE  inne;rybnik;280
MR PLANOWE  inne;scanmed;290
MR PLANOWE  inne;sokolow;290
MR PLANOWE  inne;spbochnia;0
MR PLANOWE  inne;spzozlezajsk;290
MR PLANOWE  inne;spzozmc;0
MR PLANOWE  inne;spzozturek;0
MR PLANOWE  inne;spzzozsierpc;0
MR PLANOWE  inne;starachowice;300
MR PLANOWE  inne;swk;0
MR PLANOWE  inne;szpitaldzieciecy;0
MR PLANOWE  inne;szpitallubartow;295
MR PLANOWE  inne;szpitalopole;0
MR PLANOWE  inne;szpitalzakopane;0
MR PLANOWE  inne;szpitalzawiercie;0
MR PLANOWE  inne;tdbelzyce;0
MR PLANOWE  inne;tdblachownia;0
MR PLANOWE  inne;tdbonifratrzy;290
MR PLANOWE  inne;tdbrodnowski;230
MR PLANOWE  inne;tdemcpiaseczno;0
MR PLANOWE  inne;tdgammaknife;255
MR PLANOWE  inne;tdgniezno;0
MR PLANOWE  inne;tdipin;300
MR PLANOWE  inne;tdkluczbork;290
MR PLANOWE  inne;tdkolbuszowa;0
MR PLANOWE  inne;tdksskrakow;295
MR PLANOWE  inne;tdneuromedyka;0
MR PLANOWE  inne;tdnowomedica;320
MR PLANOWE  inne;tdonkologiaradom;255
MR PLANOWE  inne;tdparczew;0
MR PLANOWE  inne;tdpionki;320
MR PLANOWE  inne;tdpraski;0
MR PLANOWE  inne;tdpoludniowy;0
MR PLANOWE  inne;tdpyrzyce;0
MR PLANOWE  inne;tdscanmedak5;290
MR PLANOWE  inne;tdscanmedpila;290
MR PLANOWE  inne;tdsmswinoujscie;0
MR PLANOWE  inne;tdspectrum;260
MR PLANOWE  inne;tdspzozkolo;0
MR PLANOWE  inne;tdspzozsiedlce;240
MR PLANOWE  inne;tdsulechowNOWY;0
MR PLANOWE  inne;tdszpitalchelm;0
MR PLANOWE  inne;tdszpitalkolno;0
MR PLANOWE  inne;tdwszplock;0
MR PLANOWE  inne;tdzoznidzica;320
MR PLANOWE  inne;tdzozplonsk;0
MR PLANOWE  inne;td7szmw;260
MR PLANOWE  inne;tworki;290
MR PLANOWE  inne;uskbialystok;290
MR PLANOWE  inne;uskpoznan;0
MR PLANOWE  inne;wlodawa;0
MR PLANOWE  inne;zambrow;275
MR PLANOWE  inne;zgorzelec;315
MR PLANOWE  inne;zozbiala;0
MR PLANOWE  inne;zozswietochlowice;0
MR PLANOWE  inne;almed;290
MR PLANOWE  inne;dabrowatarnowska;0
MR PLANOWE  inne;grupazdrowie;0
MR PLANOWE  inne;komed;0
MR PLANOWE  inne;mswiapoznan;230
MR PLANOWE  inne;poddebice2;0
MR PLANOWE  inne;swp;320
MR PLANOWE  inne;puszczykowo;320
MR PLANOWE  inne;rodamed;260
MR PLANOWE  inne;sm4gliwice;320
MR PLANOWE  inne;spzozswidnica;0
MR PLANOWE  inne;szpitaljaslo;0
MR PLANOWE  inne;szpitalrydygier;280
MR PLANOWE  inne;tdmilicz;0
MR PLANOWE  inne;tdsuchab;0
MR PLANOWE  inne;tomograf;320
MR PLANOWE  inne;wsswroclaw;290
MR PLANOWE  inne;wysmaz;300
MR PLANOWE  inne;zozbol;160,9
MR PLANOWE  inne;zozboleslawiec;160,9
MR PLANOWE  inne;zozsochaczew;290
MR PILNE GŁ/KRG;alfasochaczew;0
MR PILNE GŁ/KRG;diamed;0
MR PILNE GŁ/KRG;domchojna2;0
MR PILNE GŁ/KRG;domchojna;0
MR PILNE GŁ/KRG;gz;0
MR PILNE GŁ/KRG;gzplonsk;0
MR PILNE GŁ/KRG;gzszczecin;0
MR PILNE GŁ/KRG;kamienpomorski;0
MR PILNE GŁ/KRG;kosmowroclaw;0
MR PILNE GŁ/KRG;medinet;0
MR PILNE GŁ/KRG;nrkrakow;0
MR PILNE GŁ/KRG;nzozevita;0
MR PILNE GŁ/KRG;powiatsredzki;0
MR PILNE GŁ/KRG;smtorun;0
MR PILNE GŁ/KRG;szpitalsiemiatycze;0
MR PILNE GŁ/KRG;tdallmedica;0
MR PILNE GŁ/KRG;tdcrir;0
MR PILNE GŁ/KRG;tdkoszalinmswia;0
MR PILNE GŁ/KRG;tdorzesze;0
MR PILNE GŁ/KRG;tdstalowawola;0
MR PILNE GŁ/KRG;tdzozwola;0
MR PILNE GŁ/KRG;wegorzewo;0
MR PILNE GŁ/KRG;wimed;0
MR PILNE GŁ/KRG;wss5;0
MR PILNE GŁ/KRG;bialogard;0
MR PILNE GŁ/KRG;brodnica;0
MR PILNE GŁ/KRG;brzesko;0
MR PILNE GŁ/KRG;cobydgoszcz;0
MR PILNE GŁ/KRG;dcmdolmed;250
MR PILNE GŁ/KRG;dzierzoniow;0
MR PILNE GŁ/KRG;faceclinic;0
MR PILNE GŁ/KRG;goleniow;0
MR PILNE GŁ/KRG;gorlice;0
MR PILNE GŁ/KRG;grajewo;0
MR PILNE GŁ/KRG;grodzisk;210
MR PILNE GŁ/KRG;kartuzy;340
MR PILNE GŁ/KRG;klodzko;0
MR PILNE GŁ/KRG;lapy;0
MR PILNE GŁ/KRG;lubaczow;0
MR PILNE GŁ/KRG;mswsiedlce;0
MR PILNE GŁ/KRG;nml;0
MR PILNE GŁ/KRG;ostrow;0
MR PILNE GŁ/KRG;pczotwock;0
MR PILNE GŁ/KRG;radiomedica;0
MR PILNE GŁ/KRG;rybnik;195
MR PILNE GŁ/KRG;scanmed;0
MR PILNE GŁ/KRG;sokolow;210
MR PILNE GŁ/KRG;spbochnia;0
MR PILNE GŁ/KRG;spzozlezajsk;207
MR PILNE GŁ/KRG;spzozmc;0
MR PILNE GŁ/KRG;spzozturek;0
MR PILNE GŁ/KRG;spzzozsierpc;0
MR PILNE GŁ/KRG;starachowice;230
MR PILNE GŁ/KRG;swk;0
MR PILNE GŁ/KRG;szpitaldzieciecy;0
MR PILNE GŁ/KRG;szpitallubartow;220
MR PILNE GŁ/KRG;szpitalopole;0
MR PILNE GŁ/KRG;szpitalzakopane;0
MR PILNE GŁ/KRG;szpitalzawiercie;350
MR PILNE GŁ/KRG;tdbelzyce;0
MR PILNE GŁ/KRG;tdblachownia;0
MR PILNE GŁ/KRG;tdbonifratrzy;210
MR PILNE GŁ/KRG;tdbrodnowski;260
MR PILNE GŁ/KRG;tdemcpiaseczno;0
MR PILNE GŁ/KRG;tdgammaknife;0
MR PILNE GŁ/KRG;tdgniezno;0
MR PILNE GŁ/KRG;tdipin;0
MR PILNE GŁ/KRG;tdkluczbork;0
MR PILNE GŁ/KRG;tdkolbuszowa;0
MR PILNE GŁ/KRG;tdksskrakow;340
MR PILNE GŁ/KRG;tdneuromedyka;0
MR PILNE GŁ/KRG;tdnowomedica;0
MR PILNE GŁ/KRG;tdonkologiaradom;0
MR PILNE GŁ/KRG;tdparczew;0
MR PILNE GŁ/KRG;tdpionki;260
MR PILNE GŁ/KRG;tdpraski;0
MR PILNE GŁ/KRG;tdpoludniowy;0
MR PILNE GŁ/KRG;tdpyrzyce;0
MR PILNE GŁ/KRG;tdscanmedak5;0
MR PILNE GŁ/KRG;tdsmswinoujscie;0
MR PILNE GŁ/KRG;tdspectrum;0
MR PILNE GŁ/KRG;tdspzozkolo;0
MR PILNE GŁ/KRG;tdspzozsiedlce;320
MR PILNE GŁ/KRG;tdsulechowNOWY;0
MR PILNE GŁ/KRG;tdszpitalchelm;0
MR PILNE GŁ/KRG;tdszpitalkolno;0
MR PILNE GŁ/KRG;tdwszplock;230
MR PILNE GŁ/KRG;tdzoznidzica;0
MR PILNE GŁ/KRG;tdzozplonsk;0
MR PILNE GŁ/KRG;td7szmw;0
MR PILNE GŁ/KRG;tworki;220
MR PILNE GŁ/KRG;uskbialystok;0
MR PILNE GŁ/KRG;uskpoznan;0
MR PILNE GŁ/KRG;wlodawa;0
MR PILNE GŁ/KRG;zambrow;0
MR PILNE GŁ/KRG;zgorzelec;0
MR PILNE GŁ/KRG;zozbiala;0
MR PILNE GŁ/KRG;zozswietochlowice;0
MR PILNE GŁ/KRG;almed;0
MR PILNE GŁ/KRG;dabrowatarnowska;0
MR PILNE GŁ/KRG;grupazdrowie;0
MR PILNE GŁ/KRG;komed;0
MR PILNE GŁ/KRG;mswiapoznan;320
MR PILNE GŁ/KRG;poddebice2;0
MR PILNE GŁ/KRG;swp;250
MR PILNE GŁ/KRG;puszczykowo;250
MR PILNE GŁ/KRG;rodamed;210
MR PILNE GŁ/KRG;sm4gliwice;220
MR PILNE GŁ/KRG;spzozswidnica;0
MR PILNE GŁ/KRG;szpitaljaslo;0
MR PILNE GŁ/KRG;szpitalrydygier;0
MR PILNE GŁ/KRG;tdmilicz;0
MR PILNE GŁ/KRG;tdsuchab;0
MR PILNE GŁ/KRG;tomograf;250
MR PILNE GŁ/KRG;wsswroclaw;0
MR PILNE GŁ/KRG;wysmaz;240
MR PILNE GŁ/KRG;zozbol;190,9
MR PILNE GŁ/KRG;zozboleslawiec;190,9
MR PILNE GŁ/KRG;zozsochaczew;220
MR PILNE stawy;alfasochaczew;0
MR PILNE stawy;diamed;0
MR PILNE stawy;domchojna2;0
MR PILNE stawy;domchojna;0
MR PILNE stawy;gz;0
MR PILNE stawy;gzplonsk;0
MR PILNE stawy;gzszczecin;0
MR PILNE stawy;kamienpomorski;0
MR PILNE stawy;kosmowroclaw;0
MR PILNE stawy;medinet;0
MR PILNE stawy;nrkrakow;0
MR PILNE stawy;nzozevita;0
MR PILNE stawy;powiatsredzki;0
MR PILNE stawy;smtorun;0
MR PILNE stawy;szpitalsiemiatycze;0
MR PILNE stawy;tdallmedica;0
MR PILNE stawy;tdcrir;0
MR PILNE stawy;tdkoszalinmswia;0
MR PILNE stawy;tdorzesze;0
MR PILNE stawy;tdstalowawola;0
MR PILNE stawy;tdtargowek;0
MR PILNE stawy;tdzozwola;0
MR PILNE stawy;wegorzewo;0
MR PILNE stawy;wimed;0
MR PILNE stawy;wss5;0
MR PILNE stawy;bialogard;0
MR PILNE stawy;brodnica;0
MR PILNE stawy;brzesko;0
MR PILNE stawy;cobydgoszcz;0
MR PILNE stawy;dcmdolmed;280
MR PILNE stawy;dzierzoniow;0
MR PILNE stawy;faceclinic;0
MR PILNE stawy;goleniow;0
MR PILNE stawy;gorlice;0
MR PILNE stawy;grajewo;0
MR PILNE stawy;grodzisk;230
MR PILNE stawy;kartuzy;340
MR PILNE stawy;klodzko;0
MR PILNE stawy;lapy;0
MR PILNE stawy;lubaczow;0
MR PILNE stawy;mswsiedlce;0
MR PILNE stawy;nml;0
MR PILNE stawy;ostrow;0
MR PILNE stawy;pczotwock;0
MR PILNE stawy;radiomedica;0
MR PILNE stawy;rybnik;230
MR PILNE stawy;scanmed;0
MR PILNE stawy;sokolow;265
MR PILNE stawy;spbochnia;0
MR PILNE stawy;spzozlezajsk;260
MR PILNE stawy;spzozmc;0
MR PILNE stawy;spzozturek;0
MR PILNE stawy;spzzozsierpc;0
MR PILNE stawy;starachowice;270
MR PILNE stawy;swk;0
MR PILNE stawy;szpitaldzieciecy;0
MR PILNE stawy;szpitallubartow;270
MR PILNE stawy;szpitalopole;0
MR PILNE stawy;szpitalzakopane;0
MR PILNE stawy;szpitalzawiercie;350
MR PILNE stawy;tdbelzyce;0
MR PILNE stawy;tdblachownia;0
MR PILNE stawy;tdbonifratrzy;260
MR PILNE stawy;tdbrodnowski;260
MR PILNE stawy;tdemcpiaseczno;0
MR PILNE stawy;tdgammaknife;0
MR PILNE stawy;tdgniezno;0
MR PILNE stawy;tdipin;0
MR PILNE stawy;tdkluczbork;0
MR PILNE stawy;tdkolbuszowa;0
MR PILNE stawy;tdksskrakow;340
MR PILNE stawy;tdneuromedyka;0
MR PILNE stawy;tdnowomedica;0
MR PILNE stawy;tdonkologiaradom;0
MR PILNE stawy;tdparczew;0
MR PILNE stawy;tdpionki;290
MR PILNE stawy;tdpraski;0
MR PILNE stawy;tdpoludniowy;0
MR PILNE stawy;tdpyrzyce;0
MR PILNE stawy;tdscanmedak5;0
MR PILNE stawy;tdscanmedpila;0
MR PILNE stawy;tdsmswinoujscie;0
MR PILNE stawy;tdspectrum;0
MR PILNE stawy;tdspzozkolo;0
MR PILNE stawy;tdspzozsiedlce;320
MR PILNE stawy;tdsulechowNOWY;0
MR PILNE stawy;tdszpitalchelm;0
MR PILNE stawy;tdszpitalkolno;0
MR PILNE stawy;tdwszplock;320
MR PILNE stawy;tdzoznidzica;0
MR PILNE stawy;tdzozplonsk;0
MR PILNE stawy;td7szmw;0
MR PILNE stawy;tworki;270
MR PILNE stawy;uskbialystok;0
MR PILNE stawy;uskpoznan;0
MR PILNE stawy;wlodawa;0
MR PILNE stawy;zambrow;0
MR PILNE stawy;zgorzelec;0
MR PILNE stawy;zozbiala;0
MR PILNE stawy;zozswietochlowice;0
MR PILNE stawy;almed;0
MR PILNE stawy;dabrowatarnowska;0
MR PILNE stawy;grupazdrowie;0
MR PILNE stawy;komed;0
MR PILNE stawy;mswiapoznan;320
MR PILNE stawy;poddebice2;0
MR PILNE stawy;swp;320
MR PILNE stawy;puszczykowo;320
MR PILNE stawy;rodamed;240
MR PILNE stawy;sm4gliwice;310
MR PILNE stawy;spzozswidnica;0
MR PILNE stawy;szpitaljaslo;0
MR PILNE stawy;szpitalrydygier;0
MR PILNE stawy;tdmilicz;0
MR PILNE stawy;tdsuchab;0
MR PILNE stawy;tomograf;320
MR PILNE stawy;wsswroclaw;0
MR PILNE stawy;wysmaz;280
MR PILNE stawy;zozbol;190,9
MR PILNE stawy;zozboleslawiec;190,9
MR PILNE stawy;zozsochaczew;260
MR PILNE inne ;alfasochaczew;0
MR PILNE inne ;diamed;0
MR PILNE inne ;domchojna2;0
MR PILNE inne ;domchojna;0
MR PILNE inne ;gz;0
MR PILNE inne ;gzplonsk;0
MR PILNE inne ;gzszczecin;0
MR PILNE inne ;kamienpomorski;0
MR PILNE inne ;kosmowroclaw;0
MR PILNE inne ;medinet;0
MR PILNE inne ;nrkrakow;0
MR PILNE inne ;nzozevita;0
MR PILNE inne ;powiatsredzki;0
MR PILNE inne ;smtorun;0
MR PILNE inne ;szpitalsiemiatycze;0
MR PILNE inne ;tdallmedica;0
MR PILNE inne ;tdcrir;0
MR PILNE inne ;tdkoszalinmswia;0
MR PILNE inne ;tdorzesze;0
MR PILNE inne ;tdstalowawola;0
MR PILNE inne ;tdzozwola;0
MR PILNE inne ;wegorzewo;0
MR PILNE inne ;wimed;0
MR PILNE inne ;wss5;0
MR PILNE inne ;bialogard;0
MR PILNE inne ;brodnica;0
MR PILNE inne ;brzesko;0
MR PILNE inne ;cobydgoszcz;0
MR PILNE inne ;dcmdolmed;340
MR PILNE inne ;dzierzoniow;0
MR PILNE inne ;faceclinic;0
MR PILNE inne ;goleniow;0
MR PILNE inne ;gorlice;0
MR PILNE inne ;grajewo;0
MR PILNE inne ;grodzisk;0
MR PILNE inne ;kartuzy;340
MR PILNE inne ;klodzko;0
MR PILNE inne ;lapy;0
MR PILNE inne ;lubaczow;0
MR PILNE inne ;mswsiedlce;0
MR PILNE inne ;nml;0
MR PILNE inne ;ostrow;0
MR PILNE inne ;pczotwock;0
MR PILNE inne ;radiomedica;0
MR PILNE inne ;rybnik;290
MR PILNE inne ;scanmed;0
MR PILNE inne ;sokolow;320
MR PILNE inne ;spbochnia;0
MR PILNE inne ;spzozlezajsk;290
MR PILNE inne ;spzozmc;0
MR PILNE inne ;spzozturek;0
MR PILNE inne ;spzzozsierpc;0
MR PILNE inne ;starachowice;330
MR PILNE inne ;swk;0
MR PILNE inne ;szpitaldzieciecy;0
MR PILNE inne ;szpitallubartow;320
MR PILNE inne ;szpitalopole;0
MR PILNE inne ;szpitalzakopane;0
MR PILNE inne ;szpitalzawiercie;350
MR PILNE inne ;tdbelzyce;0
MR PILNE inne ;tdblachownia;0
MR PILNE inne ;tdbonifratrzy;290
MR PILNE inne ;tdbrodnowski;260
MR PILNE inne ;tdemcpiaseczno;0
MR PILNE inne ;tdgammaknife;0
MR PILNE inne ;tdgniezno;0
MR PILNE inne ;tdipin;0
MR PILNE inne ;tdkluczbork;0
MR PILNE inne ;tdkolbuszowa;0
MR PILNE inne ;tdksskrakow;340
MR PILNE inne ;tdneuromedyka;0
MR PILNE inne ;tdnowomedica;0
MR PILNE inne ;tdonkologiaradom;0
MR PILNE inne ;tdparczew;0
MR PILNE inne ;tdpionki;350
MR PILNE inne ;tdpraski;0
MR PILNE inne ;tdpoludniowy;0
MR PILNE inne ;tdpyrzyce;0
MR PILNE inne ;tdscanmedak5;0
MR PILNE inne ;tdscanmedpila;0
MR PILNE inne ;tdsmswinoujscie;0
MR PILNE inne ;tdspectrum;0
MR PILNE inne ;tdspzozkolo;0
MR PILNE inne ;tdspzozsiedlce;320
MR PILNE inne ;tdsulechowNOWY;0
MR PILNE inne ;tdszpitalchelm;0
MR PILNE inne ;tdszpitalkolno;0
MR PILNE inne ;tdwszplock;0
MR PILNE inne ;tdzoznidzica;0
MR PILNE inne ;tdzozplonsk;0
MR PILNE inne ;td7szmw;0
MR PILNE inne ;tworki;320
MR PILNE inne ;uskbialystok;0
MR PILNE inne ;uskpoznan;0
MR PILNE inne ;wlodawa;0
MR PILNE inne ;zambrow;0
MR PILNE inne ;zgorzelec;0
MR PILNE inne ;zozbiala;0
MR PILNE inne ;zozswietochlowice;0
MR PILNE inne ;almed;0
MR PILNE inne ;dabrowatarnowska;0
MR PILNE inne ;grupazdrowie;0
MR PILNE inne ;komed;0
MR PILNE inne ;mswiapoznan;320
MR PILNE inne ;poddebice2;0
MR PILNE inne ;swp;370
MR PILNE inne ;puszczykowo;370
MR PILNE inne ;rodamed;270
MR PILNE inne ;sm4gliwice;350
MR PILNE inne ;spzozswidnica;0
MR PILNE inne ;szpitaljaslo;0
MR PILNE inne ;szpitalrydygier;0
MR PILNE inne ;tdmilicz;0
MR PILNE inne ;tdsuchab;0
MR PILNE inne ;tomograf;370
MR PILNE inne ;wsswroclaw;0
MR PILNE inne ;wysmaz;330
MR PILNE inne ;zozbol;190,9
MR PILNE inne ;zozboleslawiec;190,9
MR PILNE inne ;zozsochaczew;290
MR PLANOWE GŁ/KRG angio;alfasochaczew;0
MR PLANOWE GŁ/KRG angio;bimed;0
MR PLANOWE GŁ/KRG angio;diamed;0
MR PLANOWE GŁ/KRG angio;domchojna2;0
MR PLANOWE GŁ/KRG angio;domchojna;0
MR PLANOWE GŁ/KRG angio;gz;0
MR PLANOWE GŁ/KRG angio;gzplonsk;0
MR PLANOWE GŁ/KRG angio;gzszczecin;0
MR PLANOWE GŁ/KRG angio;kamienpomorski;0
MR PLANOWE GŁ/KRG angio;kosmowroclaw;0
MR PLANOWE GŁ/KRG angio;medinet;0
MR PLANOWE GŁ/KRG angio;nrkrakow;0
MR PLANOWE GŁ/KRG angio;nzozevita;0
MR PLANOWE GŁ/KRG angio;powiatsredzki;0
MR PLANOWE GŁ/KRG angio;smtorun;0
MR PLANOWE GŁ/KRG angio;szpitalsiemiatycze;0
MR PLANOWE GŁ/KRG angio;tdallmedica;0
MR PLANOWE GŁ/KRG angio;tdcmbatorego;0
MR PLANOWE GŁ/KRG angio;tdcrir;0
MR PLANOWE GŁ/KRG angio;tdkoszalinmswia;0
MR PLANOWE GŁ/KRG angio;tdorzesze;0
MR PLANOWE GŁ/KRG angio;tdstalowawola;0
MR PLANOWE GŁ/KRG angio;tdtargowek;0
MR PLANOWE GŁ/KRG angio;tdzozwola;0
MR PLANOWE GŁ/KRG angio;wegorzewo;0
MR PLANOWE GŁ/KRG angio;wimed;0
MR PLANOWE GŁ/KRG angio;wss5;0
MR PLANOWE GŁ/KRG angio;bialogard;0
MR PLANOWE GŁ/KRG angio;brodnica;0
MR PLANOWE GŁ/KRG angio;brzesko;0
MR PLANOWE GŁ/KRG angio;cobydgoszcz;0
MR PLANOWE GŁ/KRG angio;dcmdolmed;320
MR PLANOWE GŁ/KRG angio;dzierzoniow;0
MR PLANOWE GŁ/KRG angio;faceclinic;0
MR PLANOWE GŁ/KRG angio;goleniow;0
MR PLANOWE GŁ/KRG angio;gorlice;0
MR PLANOWE GŁ/KRG angio;grajewo;0
MR PLANOWE GŁ/KRG angio;grodzisk;0
MR PLANOWE GŁ/KRG angio;kartuzy;220
MR PLANOWE GŁ/KRG angio;klodzko;0
MR PLANOWE GŁ/KRG angio;lapy;0
MR PLANOWE GŁ/KRG angio;lubaczow;0
MR PLANOWE GŁ/KRG angio;mswsiedlce;0
MR PLANOWE GŁ/KRG angio;nml;0
MR PLANOWE GŁ/KRG angio;ostrow;0
MR PLANOWE GŁ/KRG angio;pczotwock;0
MR PLANOWE GŁ/KRG angio;radiomedica;0
MR PLANOWE GŁ/KRG angio;rybnik;0
MR PLANOWE GŁ/KRG angio;scanmed;0
MR PLANOWE GŁ/KRG angio;sokolow;230
MR PLANOWE GŁ/KRG angio;spbochnia;0
MR PLANOWE GŁ/KRG angio;spzozlezajsk;260
MR PLANOWE GŁ/KRG angio;spzozmc;0
MR PLANOWE GŁ/KRG angio;spzozturek;0
MR PLANOWE GŁ/KRG angio;spzzozsierpc;0
MR PLANOWE GŁ/KRG angio;starachowice;0
MR PLANOWE GŁ/KRG angio;swk;0
MR PLANOWE GŁ/KRG angio;szpitaldzieciecy;0
MR PLANOWE GŁ/KRG angio;szpitallubartow;0
MR PLANOWE GŁ/KRG angio;szpitalopole;0
MR PLANOWE GŁ/KRG angio;szpitalzakopane;0
MR PLANOWE GŁ/KRG angio;szpitalzawiercie;0
MR PLANOWE GŁ/KRG angio;tdbelzyce;0
MR PLANOWE GŁ/KRG angio;tdbonifratrzy;0
MR PLANOWE GŁ/KRG angio;tdbrodnowski;0
MR PLANOWE GŁ/KRG angio;tdemcpiaseczno;0
MR PLANOWE GŁ/KRG angio;tdgammaknife;0
MR PLANOWE GŁ/KRG angio;tdgniezno;0
MR PLANOWE GŁ/KRG angio;tdipin;0
MR PLANOWE GŁ/KRG angio;tdkluczbork;0
MR PLANOWE GŁ/KRG angio;tdkolbuszowa;0
MR PLANOWE GŁ/KRG angio;tdksskrakow;0
MR PLANOWE GŁ/KRG angio;tdneuromedyka;0
MR PLANOWE GŁ/KRG angio;tdnowomedica;0
MR PLANOWE GŁ/KRG angio;tdonkologiaradom;0
MR PLANOWE GŁ/KRG angio;tdparczew;0
MR PLANOWE GŁ/KRG angio;tdpionki;0
MR PLANOWE GŁ/KRG angio;tdpraski;0
MR PLANOWE GŁ/KRG angio;tdpoludniowy;0
MR PLANOWE GŁ/KRG angio;tdpyrzyce;0
MR PLANOWE GŁ/KRG angio;tdscanmedak5;0
MR PLANOWE GŁ/KRG angio;tdscanmedpila;0
MR PLANOWE GŁ/KRG angio;tdsmswinoujscie;0
MR PLANOWE GŁ/KRG angio;tdspectrum;0
MR PLANOWE GŁ/KRG angio;tdspzozkolo;0
MR PLANOWE GŁ/KRG angio;tdspzozsiedlce;0
MR PLANOWE GŁ/KRG angio;tdsulechowNOWY;0
MR PLANOWE GŁ/KRG angio;tdszpitalchelm;0
MR PLANOWE GŁ/KRG angio;tdszpitalkolno;0
MR PLANOWE GŁ/KRG angio;tdwszplock;260
MR PLANOWE GŁ/KRG angio;tdzoznidzica;250
MR PLANOWE GŁ/KRG angio;tdzozplonsk;0
MR PLANOWE GŁ/KRG angio;td7szmw;0
